,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Founded,Type_of_ownership,Sector,Revenue
430,Data Scientist,$92K-$149K (Glassdoor est.),3.5,"Scale AI
3.5","San Francisco, CA",51 to 200 employees,2016,Company - Private,Information Technology,Unknown / Non-Applicable
431,Product Engineer – Data Science,$63K-$101K (Glassdoor est.),3.5,"Esri
3.5","Arlington, VA",1001 to 5000 employees,1969,Company - Private,Information Technology,$1 to $2 billion (USD)
432,"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014,Hospital,Health Care,$500 million to $1 billion (USD)
433,Data Scientist,$118K-$188K (Glassdoor est.),2.7,"Change Healthcare
2.7","Emeryville, CA",10000+ employees,2007,Company - Public,Information Technology,Unknown / Non-Applicable
434,Data Scientist,$108K-$146K (Glassdoor est.),3.4,"MZ
3.4","Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Information Technology,Unknown / Non-Applicable
435,Data Scientist,$65K-$106K (Glassdoor est.),4.7,"HG Insights
4.7","Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Information Technology,Unknown / Non-Applicable
436,Data Scientist,$55K-$98K (Glassdoor est.),2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Business Services,$1 to $2 billion (USD)
437,Data Scientist,$94K-$162K (Glassdoor est.),3.5,"CBS Interactive
3.5","New York, NY",1001 to 5000 employees,1992,Subsidiary or Business Segment,Media,$500 million to $1 billion (USD)
438,Data Engineer,$63K-$120K (Glassdoor est.),3.2,"Numeric, LLC
3.2","King of Prussia, PA",1 to 50 employees,-1,Company - Private,Business Services,$5 to $10 million (USD)
439,"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD)
440,Data Scientist,$127K-$202K (Glassdoor est.),3.3,"Samba TV
3.3","San Francisco, CA",201 to 500 employees,2008,Company - Private,Business Services,Unknown / Non-Applicable
441,Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4.0,"ClearEdge
4.0","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Information Technology,$5 to $10 million (USD)
442,Market Data Analyst,$31K-$57K (Glassdoor est.),3.4,"SV Microwave
3.4","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications,$50 to $100 million (USD)
443,Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,"Sumo Logic
3.8","Austin, TX",501 to 1000 employees,2010,Company - Private,Information Technology,Unknown / Non-Applicable
444,Associate Data Engineer,$45K-$86K (Glassdoor est.),3.5,"EAB
3.5","Washington, DC",1001 to 5000 employees,2007,Company - Private,Business Services,Unknown / Non-Applicable
445,Data Engineer,$75K-$143K (Glassdoor est.),4.4,"SpringML
4.4","Herndon, VA",1 to 50 employees,2015,Company - Private,Information Technology,Unknown / Non-Applicable
446,Staff Data Engineer,$126K-$228K (Glassdoor est.),3.7,"Samsung Research America
3.7","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Information Technology,$50 to $100 million (USD)
447,Data Scientist,$80K-$134K (Glassdoor est.),4.7,"Systems & Technology Research
4.7","Arlington, VA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,$100 to $500 million (USD)
448,Data Scientist,$120K-$189K (Glassdoor est.),4.1,"Netskope
4.1","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Information Technology,Unknown / Non-Applicable
449,Data Scientist,$85K-$142K (Glassdoor est.),4.0,"Lorven Technologies Inc
4.0","Santa Clara, CA",1 to 50 employees,-1,Company - Private,Accounting & Legal,Less than $1 million (USD)
450,Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,"Brighthouse Financial
3.5","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance,Unknown / Non-Applicable
451,Data Scientist,$111K-$176K (Glassdoor est.),2.5,"CareDx
2.5","Brisbane, CA",1 to 50 employees,-1,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
452,Data Scientist,$87K-$140K (Glassdoor est.),3.9,"Serigor Inc.
3.9","San Francisco, CA",1 to 50 employees,-1,Company - Private,Information Technology,Less than $1 million (USD)
453,Data Scientist,$76K-$127K (Glassdoor est.),3.4,"Leidos
3.4","Springfield, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,$10+ billion (USD)
454,"Data Analyst, Performance Partnership",$54K-$92K (Glassdoor est.),3.6,"Beckman Coulter Diagnostics
3.6","New York, NY",10000+ employees,1935,Subsidiary or Business Segment,Manufacturing,$2 to $5 billion (USD)
455,Data Scientist,$61K-$100K (Glassdoor est.),3.5,"IHS Markit
3.5","New York, NY",10000+ employees,2016,Company - Public,Business Services,$2 to $5 billion (USD)
456,Data Scientist,$81K-$140K (Glassdoor est.),-1.0,ALIN,"New York, NY",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable
457,Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),2.9,"Affinity Solutions
2.9","San Jose, CA",51 to 200 employees,1998,Company - Private,Business Services,Unknown / Non-Applicable
458,Data Scientist,$108K-$171K (Glassdoor est.),3.5,"e-IT Professionals Corp.
3.5","Foster City, CA",51 to 200 employees,-1,Company - Private,Consumer Services,$5 to $10 million (USD)
459,Data Scientist,$112K-$179K (Glassdoor est.),4.8,"TechProjects
4.8","New York, NY",1 to 50 employees,2011,Company - Private,Information Technology,Unknown / Non-Applicable
460,Data Scientist,$63K-$111K (Glassdoor est.),4.0,"Biz2Credit Inc
4.0","New York, NY",201 to 500 employees,2007,Company - Private,Finance,$100 to $500 million (USD)
461,Data Scientist,$75K-$126K (Glassdoor est.),4.2,"PeoplesBank
4.2","Holyoke, MA",201 to 500 employees,1885,Company - Private,Finance,$50 to $100 million (USD)
462,Data Scientist Manager,$110K-$184K (Glassdoor est.),3.8,"Capgemini
3.8","New York, NY",10000+ employees,1967,Company - Public,Information Technology,$10+ billion (USD)
463,Data Engineer,$76K-$145K (Glassdoor est.),3.7,"GNY Insurance Companies
3.7","New York, NY",201 to 500 employees,1914,Company - Private,Insurance,$100 to $500 million (USD)
464,Marketing Data Analyst,$36K-$62K (Glassdoor est.),3.9,"Citadel Federal Credit Union
3.9","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Finance,Unknown / Non-Applicable
465,Data Scientist,$70K-$118K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Waltham, MA",51 to 200 employees,-1,Company - Private,Business Services,$5 to $10 million (USD)
466,Senior Data Scientist,$94K-$153K (Glassdoor est.),4.3,"Medidata Solutions
4.3","New York, NY",1001 to 5000 employees,1999,Company - Public,Information Technology,$500 million to $1 billion (USD)
467,"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014,Hospital,Health Care,$500 million to $1 billion (USD)
468,Data Analyst,$50K-$92K (Glassdoor est.),3.7,"CALIBRE Systems
3.7","Alexandria, VA",501 to 1000 employees,1989,Company - Private,Information Technology,$100 to $500 million (USD)
469,Software Data Engineer - College,$49K-$97K (Glassdoor est.),4.0,"HP Inc.
4.0","Corvallis, OR",10000+ employees,1939,Company - Public,Information Technology,Unknown / Non-Applicable
470,"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
471,Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007,Company - Private,Information Technology,$10 to $25 million (USD)
472,Data Scientist,$80K-$139K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Diego, CA",10000+ employees,1939,Company - Public,Aerospace & Defense,$10+ billion (USD)
473,Lead Data Scientist,$158K-$211K (Glassdoor est.),3.7,"Visa Inc.
3.7","Bellevue, WA",10000+ employees,1958,Company - Public,Information Technology,$10+ billion (USD)
474,Senior Data Scientist - Algorithms,$150K-$180K (Glassdoor est.),3.9,"Quartet Health
3.9","New York, NY",201 to 500 employees,2014,Company - Private,Information Technology,Unknown / Non-Applicable
475,Information Security Data Analyst,$42K-$80K (Glassdoor est.),3.7,"Motorola Solutions
3.7","Chicago, IL",10000+ employees,1928,Company - Public,Information Technology,$5 to $10 billion (USD)
476,Lead Data Engineer,$190K-$220K(Employer est.),4.1,"Credit Sesame
4.1","Mountain View, CA",51 to 200 employees,2010,Company - Private,Information Technology,$50 to $100 million (USD)
477,Data Analyst,$42K-$77K (Glassdoor est.),3.1,"Success Academy Charter Schools
3.1","New York, NY",1001 to 5000 employees,2006,School / School District,Education,$100 to $500 million (USD)
478,Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
479,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3.0,"Infosys
3.0","Hartford, CT",10000+ employees,1981,Company - Public,Information Technology,$10+ billion (USD)
480,Data Analytics Project Manager,$34K-$92K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance,$10+ billion (USD)
481,Data Analyst,$47K-$85K (Glassdoor est.),3.6,"AXION Healthcare Solutions
3.6","New York, NY",1 to 50 employees,1980,Company - Private,Health Care,$10 to $25 million (USD)
482,Data Engineer,$65K-$124K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care,Unknown / Non-Applicable
483,Data Scientist,$56K-$95K (Glassdoor est.),4.2,"ExecOnline
4.2","New York, NY",51 to 200 employees,2012,Company - Private,Education,Unknown / Non-Applicable
484,Machine Learning Engineer,$62K-$112K (Glassdoor est.),4.0,"Mteq
4.0","Fort Belvoir, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,$100 to $500 million (USD)
485,Senior Data Scientist Oncology,$107K-$173K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
486,Data Scientist,$64K-$108K (Glassdoor est.),3.7,"Brillient
3.7","Silver Spring, MD",201 to 500 employees,2006,Company - Private,Information Technology,$25 to $50 million (USD)
487,Senior Data Scientist,$89K-$144K (Glassdoor est.),4.4,"Entefy
4.4","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Information Technology,Unknown / Non-Applicable
488,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
489,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Lenexa, KS",501 to 1000 employees,1973,Company - Public,Finance,$500 million to $1 billion (USD)
490,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA",1001 to 5000 employees,1986,Company - Private,"Arts, Entertainment & Recreation",$100 to $500 million (USD)
491,Data Engineer,$55K-$105K (Glassdoor est.),3.4,"Trace3
3.4","Houston, TX",501 to 1000 employees,2002,Company - Private,Information Technology,$1 to $2 billion (USD)
492,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX",1001 to 5000 employees,1977,Hospital,Health Care,$50 to $100 million (USD)
493,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL",501 to 1000 employees,-1,Company - Private,Manufacturing,$100 to $500 million (USD)
494,Principal Data Scientist,$135K-$211K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Jose, CA",10000+ employees,1939,Company - Public,Aerospace & Defense,$10+ billion (USD)
495,Data Engineer,$57K-$80K (Glassdoor est.),3.5,"Saama Technologies Inc
3.5","Phoenix, AZ",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
496,Data Scientist - Alpha Insights,$129K-$215K (Glassdoor est.),4.4,"Two Sigma
4.4","New York, NY",1001 to 5000 employees,2001,Company - Private,Finance,Unknown / Non-Applicable
497,"Data Scientist, Office of Data Science",$86K-$143K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Boston, MA",10000+ employees,1912,Company - Private,Insurance,$10+ billion (USD)
498,"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
499,Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),3.2,"MITRE
3.2","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Government,$1 to $2 billion (USD)
500,Data Engineer,$43K-$86K (Glassdoor est.),3.2,"Guidepoint
3.2","New York, NY",501 to 1000 employees,2003,Company - Private,Business Services,Unknown / Non-Applicable
501,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,"Cerus Corporation
2.1","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,$25 to $50 million (USD)
502,Data Scientist,$71K-$124K (Glassdoor est.),4.0,"Strategic Financial Solutions
4.0","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Services,Unknown / Non-Applicable
503,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
504,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Education,Unknown / Non-Applicable
505,Data Scientist,$69K-$121K (Glassdoor est.),3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY",201 to 500 employees,2011,Company - Private,Health Care,Unknown / Non-Applicable
506,Senior Data Scientist,$97K-$160K (Glassdoor est.),4.4,"Maven Wave Partners
4.4","Chicago, IL",201 to 500 employees,2008,Company - Private,Business Services,$50 to $100 million (USD)
507,Principal Data Scientist,$150K-$238K (Glassdoor est.),3.2,"The Climate Corporation
3.2","San Francisco, CA",501 to 1000 employees,2006,Subsidiary or Business Segment,Information Technology,Unknown / Non-Applicable
508,Data Scientist,$77K-$132K (Glassdoor est.),3.5,"Crossix Solutions
3.5","New York, NY",201 to 500 employees,2005,Company - Public,Business Services,Unknown / Non-Applicable
509,Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),3.7,"Vail Health
3.7","Vail, CO",501 to 1000 employees,1966,Hospital,Health Care,$100 to $500 million (USD)
510,Data Engineer - Consultant (Charlotte Based),$59K-$112K (Glassdoor est.),4.2,"Clarity Insights
4.2","Charlotte, NC",201 to 500 employees,2008,Company - Private,Information Technology,Unknown / Non-Applicable
511,"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable
512,Data Engineer,$79K-$147K (Glassdoor est.),3.1,"NCSOFT
3.1","Aliso Viejo, CA",1001 to 5000 employees,1997,Company - Public,Media,$10+ billion (USD)
513,"Scientist, Immuno-Oncology",$62K-$119K (Glassdoor est.),3.9,"GSK
3.9","Cambridge, MA",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
514,Senior Data Scientist,$119K-$187K (Glassdoor est.),4.3,"Factual
4.3","Los Angeles, CA",51 to 200 employees,2008,Company - Private,Information Technology,Unknown / Non-Applicable
515,Products Data Analyst II,$90K-$157K (Glassdoor est.),3.3,"TriNet
3.3","Dublin, CA",1001 to 5000 employees,1988,Company - Public,Business Services,$2 to $5 billion (USD)
516,Lead Data Analyst,$32K-$62K (Glassdoor est.),3.9,"Signpost
3.9","New York, NY",201 to 500 employees,2010,Company - Private,Information Technology,$10 to $25 million (USD)
517,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care,$500 million to $1 billion (USD)
518,Data Science Engineer - Mobile,$116K-$208K (Glassdoor est.),4.0,"Adobe
4.0","San Jose, CA",10000+ employees,1982,Company - Public,Information Technology,$5 to $10 billion (USD)
519,Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),3.9,"AstraZeneca
3.9","New York, NY",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
520,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",10000+ employees,1958,Company - Private,Retail,$10+ billion (USD)
521,Data Scientist,$86K-$144K (Glassdoor est.),3.7,"Swiss Re
3.7","Armonk, NY",10000+ employees,1863,Company - Public,Insurance,$10+ billion (USD)
522,Senior Data Scientist,$102K-$165K (Glassdoor est.),3.5,"Sartorius
3.5","Arvada, CO",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
523,Data Engineer,$74K-$124K (Glassdoor est.),4.0,"Pinnacol Assurance
4.0","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance,$500 million to $1 billion (USD)
524,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,"Palermo's Pizza
3.3","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Manufacturing,Unknown / Non-Applicable
525,Senior Data Engineer,$76K-$142K (Glassdoor est.),3.2,"Equian LLC
3.2","Franklin, TN",1001 to 5000 employees,2004,Company - Private,Health Care,Unknown / Non-Applicable
526,Data Engineer,$76K-$142K (Glassdoor est.),3.4,"MetroStar Systems
3.4","Rockville, MD",201 to 500 employees,1999,Company - Private,Information Technology,$25 to $50 million (USD)
527,Senior Data Scientist,$108K-$171K (Glassdoor est.),4.4,"MathWorks
4.4","Natick, MA",1001 to 5000 employees,1984,Company - Private,Information Technology,$1 to $2 billion (USD)
528,"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ employees,1912,Company - Private,Insurance,$10+ billion (USD)
529,Machine Learning Engineer,$91K-$159K (Glassdoor est.),3.2,"Information Builders
3.2","New York, NY",1001 to 5000 employees,1975,Company - Private,Information Technology,Unknown / Non-Applicable
530,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
531,"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),2.9,"Audentes Therapeutics
2.9","South San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Unknown / Non-Applicable
532,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD)
533,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Millville, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care,$100 to $500 million (USD)
534,Scientist - Analytical Services,$65K-$134K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
535,Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),3.3,"National Interstate
3.3","Richfield, OH",501 to 1000 employees,1989,Company - Private,Insurance,$500 million to $1 billion (USD)
536,IT Associate Data Analyst,$39K-$69K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance,$5 to $10 billion (USD)
537,Sr. Data Engineer,$87K-$158K (Glassdoor est.),4.5,"Moser Consulting
4.5","Indianapolis, IN",51 to 200 employees,1996,Company - Private,Business Services,$25 to $50 million (USD)
538,Clinical Data Analyst,$27K-$48K (Glassdoor est.),3.0,"Greenway Health
3.0","Tampa, FL",1001 to 5000 employees,1977,Subsidiary or Business Segment,Information Technology,$100 to $500 million (USD)
539,Business Data Analyst,$36K-$71K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD)
540,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),3.9,"TransUnion
3.9","Chicago, IL",5001 to 10000 employees,1968,Company - Public,Finance,$1 to $2 billion (USD)
541,Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),3.2,"MITRE
3.2","Hampton, VA",5001 to 10000 employees,1958,Nonprofit Organization,Government,$1 to $2 billion (USD)
542,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,3.3,"Mcphail Associates
3.3","Cambridge, MA",1 to 50 employees,1976,Company - Private,"Construction, Repair & Maintenance",Unknown / Non-Applicable
543,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Manufacturing,$10+ billion (USD)
544,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,$50 to $100 million (USD)
545,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Ithaca, NY",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
546,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),4.8,"HOVER
4.8","San Francisco, CA",51 to 200 employees,2011,Company - Private,Information Technology,$25 to $50 million (USD)
547,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Marietta, GA",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
548,Data Scientist,$60K-$99K (Glassdoor est.),4.7,"Oversight Systems
4.7","Atlanta, GA",51 to 200 employees,2003,Company - Private,Information Technology,$25 to $50 million (USD)
549,Data Scientist - Sales,$130K-$206K (Glassdoor est.),4.7,"Confluent
4.7","Mountain View, CA",501 to 1000 employees,2014,Company - Private,Information Technology,$100 to $500 million (USD)
550,IT - Data Engineer II,$61K-$119K (Glassdoor est.),3.4,"Arbella Insurance
3.4","Quincy, MA",1001 to 5000 employees,1988,Company - Private,Insurance,$100 to $500 million (USD)
551,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1.0,Kronos Bio,"Cambridge, MA",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable
552,Senior Data Analyst,$99K-$178K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA",51 to 200 employees,2008,Company - Public,Information Technology,Unknown / Non-Applicable
