,job_title,low_end_salary,middle_range_salary,high_end_salary,company_name,job_location,sector,type_of_ownership,size_of_company,rating_of_company,cost_of_living_index,avg_salary_index,salary_col_differential,lat,lng,state
575,Lead Big Data Engineer,121000,162000,203000,Glassdoor,"San Francisco, CA",Information Technology,Company - Private,1001 to 5000 employees,4.0,178.6,157.8,93623,37.7749295,-122.4194155,CA
576,Product Engineer – Spatial Data Science and Statistical Analysis,52000,68500,85000,Esri,"Redlands, CA",Information Technology,Company - Private,1001 to 5000 employees,3.5,NaN,66.7,NaN,34.0563884,-117.2058765,CA
577,Sr Software Engineer (Data Scientist),81000,110500,140000,Assurant,"Westlake, OH",Insurance,Company - Public,10000+ employees,3.4,NaN,107.7,NaN,41.4553232,-81.9179173,OH
578,Sr. Data Engineer (ETL Developer),83000,115500,148000,F&G,"Des Moines, IA",Insurance,Subsidiary or Business Segment,201 to 500 employees,3.7,91.7,112.5,80380,41.5868353,-93.6249593,IA
579,Associate Research Scientist I (Protein Expression and Production),59000,87500,116000,Exelixis,"Alameda, CA",Biotech & Pharmaceuticals,Company - Public,501 to 1000 employees,3.0,NaN,85.2,NaN,37.7798721,-122.2821855,CA
580,Senior Data Scientist Artificial Intelligence,60000,80500,101000,PNNL,"Richland, WA","Oil, Gas, Energy & Utilities",Government,1001 to 5000 employees,3.8,NaN,78.4,NaN,46.28042000000001,-119.2751996,WA
581,Analytics - Business Assurance Data Analyst,31000,43000,55000,GreatAmerica Financial Services,"Cedar Rapids, IA",Finance,Company - Private,501 to 1000 employees,4.6,88.1,41.9,9294,41.9778795,-91.6656232,IA
582,"Associate Director/Director, Safety Scientist",102000,140000,178000,Acceleron Pharma,"Cambridge, MA",Biotech & Pharmaceuticals,Company - Public,201 to 500 employees,4.4,NaN,136.4,NaN,42.3736158,-71.10973349999999,MA
583,"Director, Precision Medicine Clinical Biomarker Scientist",136000,172000,208000,Pfizer,"Cambridge, MA",Biotech & Pharmaceuticals,Company - Public,10000+ employees,4.0,NaN,167.6,NaN,42.3736158,-71.10973349999999,MA
584,Data Analyst Senior,48000,66500,85000,AmeriHealth Caritas,"Philadelphia, PA",Insurance,Company - Private,5001 to 10000 employees,3.0,103.4,64.8,26944,39.9525839,-75.1652215,PA
585,Senior Formulations Scientist II,71000,100000,129000,Exelixis,"Alameda, CA",Biotech & Pharmaceuticals,Company - Public,501 to 1000 employees,3.0,NaN,97.4,NaN,37.7798721,-122.2821855,CA
586,Lead Data Engineer (Python),66000,94500,123000,Strategic Employment Partners,"San Francisco, CA",Business Services,Company - Private,51 to 200 employees,4.7,178.6,92.1,26188,37.7749295,-122.4194155,CA
587,Data Science Manager,171000,221500,272000,Grand Rounds,"San Francisco, CA",Health Care,Company - Private,501 to 1000 employees,4.2,178.6,215.8,153154,37.7749295,-122.4194155,CA
588,Senior Data Scientist 4 Artificial Intelligence,92000,119000,146000,PNNL,"Seattle, WA","Oil, Gas, Energy & Utilities",Government,1001 to 5000 employees,3.8,124.6,115.9,71280,47.6062095,-122.3320708,WA
589,Data Engineer,65000,95500,126000,"SPINS, LLC","Chicago, IL",Business Services,Company - Private,201 to 500 employees,3.5,100.1,93.0,57151,41.8781136,-87.6297982,IL
590,"Director II, Data Science - GRS Predictive Analytics",150000,194500,239000,Liberty Mutual Insurance,"Chicago, IL",Insurance,Company - Private,10000+ employees,3.3,100.1,189.5,156199,41.8781136,-87.6297982,IL
591,Senior Quantitative Analyst,118000,173000,228000,DTCC,"Jersey City, NJ",Finance,Company - Private,1001 to 5000 employees,3.3,NaN,168.6,NaN,40.7177545,-74.0431435,NJ
592,Geospatial Software Developer and Data Scientist,82000,105500,129000,Applied Research Laboratories,"Austin, TX",Education,College / University,501 to 1000 employees,3.7,106.6,102.8,64722,30.267153,-97.7430608,TX
593,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,52000,71500,91000,Southwest Research Institute,"San Antonio, TX",Business Services,Nonprofit Organization,1001 to 5000 employees,3.9,92.7,69.7,36068,29.4251905,-98.4945922,TX
594,Senior Scientist - Toxicologist - Product Integrity (Stewardship),47000,74000,101000,Reynolds American,"Winston-Salem, NC",Manufacturing,Company - Private,5001 to 10000 employees,3.1,91.2,72.1,39105,36.09985959999999,-80.244216,NC
595,Systems Engineer II - Data Analyst,49000,62500,76000,Raytheon,"Huntsville, AL",Aerospace & Defense,Company - Public,10000+ employees,3.7,91.3,60.9,27571,34.7303688,-86.5861037,AL
596,Senior Research Analytical Scientist-Non-Targeted Analysis,43000,65500,88000,RTI International,"Durham, NC",Business Services,Nonprofit Organization,1001 to 5000 employees,4.3,99.8,63.8,27295,35.9940329,-78.898619,NC
597,Data Scientist,61000,85000,109000,DICK'S Sporting Goods - Corporate,"Coraopolis, PA",Retail,Company - Public,10000+ employees,3.8,NaN,82.8,NaN,40.5184013,-80.1667247,PA
598,Principal Data Scientist,113000,147500,182000,AstraZeneca,"Gaithersburg, MD",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.9,NaN,143.7,NaN,39.1439689,-77.2016062,MD
599,Director Data Science,124000,161500,199000,TRANZACT,"Fort Lee, NJ",Business Services,Company - Private,1001 to 5000 employees,3.6,NaN,157.3,NaN,40.8509333,-73.9701381,NJ
600,Data Engineer,58000,81000,104000,Carilion Clinic,"Roanoke, VA",Health Care,Nonprofit Organization,10000+ employees,3.7,94.1,78.9,44975,37.2709704,-79.9414266,VA
601,Sr Data Analyst - IT,52000,72500,93000,United BioSource,"Blue Bell, PA",Biotech & Pharmaceuticals,Other Organization,1001 to 5000 employees,2.1,NaN,70.6,NaN,40.1523309,-75.26628900000001,PA
602,Senior Data Engineer,97000,139000,181000,Figure Eight,"San Francisco, CA",Information Technology,Company - Public,51 to 200 employees,3.9,178.6,135.4,70632,37.7749295,-122.4194155,CA
603,Senior Data Engineer,100000,136500,173000,Tapjoy,"San Francisco, CA",Information Technology,Company - Private,201 to 500 employees,3.9,178.6,133.0,68168,37.7749295,-122.4194155,CA
604,Sr. Data Analyst,58000,83000,108000,DoubleVerify,"New York, NY",Information Technology,Company - Private,201 to 500 employees,3.2,128.0,80.9,34055,40.7127753,-74.0059728,NY
605,Research Scientist or Senior Research Scientist - Computer Vision,81000,121000,161000,Mitsubishi Electric Research Labs,"Cambridge, MA",Business Services,Subsidiary or Business Segment,51 to 200 employees,4.6,NaN,117.9,NaN,42.3736158,-71.10973349999999,MA
606,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,53000,74500,96000,Fareportal,"New York, NY",Travel & Tourism,Company - Private,1001 to 5000 employees,3.8,128.0,72.6,25536,40.7127753,-74.0059728,NY
607,Data Analyst Chemist - Quality System Contractor,61000,85500,110000,"Rodan and Fields, LLC","San Francisco, CA",Retail,Company - Private,501 to 1000 employees,2.2,178.6,83.3,17156,37.7749295,-122.4194155,CA
608,Senior Scientist - Biostatistician,65000,80500,96000,Reynolds American,"Winston-Salem, NC",Manufacturing,Company - Private,5001 to 10000 employees,3.1,91.2,78.4,45571,36.09985959999999,-80.244216,NC
609,Research Scientist / Principal Research Scientist - Multiphysical Systems,115000,167500,220000,Mitsubishi Electric Research Labs,"Cambridge, MA",Business Services,Subsidiary or Business Segment,51 to 200 employees,4.6,NaN,163.2,NaN,42.3736158,-71.10973349999999,MA
610,"Research Scientist, Machine Learning Department",71000,107500,144000,Software Engineering Institute,"Pittsburgh, PA",Education,College / University,501 to 1000 employees,2.6,93.1,104.7,71838,40.44062479999999,-79.9958864,PA
611,Foundational Community Supports Data Analyst,32000,44500,57000,DESC,"Seattle, WA",Non-Profit,Nonprofit Organization,501 to 1000 employees,3.4,124.6,43.4,-3134,47.6062095,-122.3320708,WA
612,"Senior Health Data Analyst, Star Ratings",79000,107500,136000,Johns Hopkins Health Care,"Glen Burnie, MD",Health Care,Company - Private,1001 to 5000 employees,3.3,NaN,104.7,NaN,39.1626084,-76.6246886,MD
613,Sr. Data Analyst,50000,69500,89000,Community Behavioral Health,"Philadelphia, PA",Health Care,Company - Private,201 to 500 employees,3.7,103.4,67.7,29920,39.9525839,-75.1652215,PA
614,"Senior Engineer, Data Management Engineering",68000,98500,129000,Western Digital,"Milpitas, CA",Information Technology,Company - Public,10000+ employees,3.5,NaN,96.0,NaN,37.4323341,-121.8995741,CA
615,Quality Control Scientist III- Analytical Development,48000,80500,113000,Advanced BioScience Laboratories,"Rockville, MD",Biotech & Pharmaceuticals,Company - Private,201 to 500 employees,2.7,NaN,78.4,NaN,39.0839973,-77.1527578,MD
616,Software Engineer Staff Scientist: Human Language Technologies,74000,99000,124000,Raytheon,"Cambridge, MD",Aerospace & Defense,Company - Public,10000+ employees,3.7,NaN,96.5,NaN,38.5631744,-76.0788292,MD
617,"Manager, Safety Scientist, Medical Safety & Risk Management",68000,96500,125000,Agios Pharmaceuticals,"Cambridge, MA",Biotech & Pharmaceuticals,Company - Public,501 to 1000 employees,3.8,NaN,94.0,NaN,42.3736158,-71.10973349999999,MA
618,"Assistant Director/Director, Office of Data Science",39000,53000,67000,Liberty Mutual Insurance,"Boston, MA",Insurance,Company - Private,10000+ employees,3.3,132.6,51.6,2222,42.3600825,-71.0588801,MA
619,Sr. Data Engineer | Big Data SaaS Pipeline,71000,103000,135000,Bridg,"Los Angeles, CA",Information Technology,Company - Private,1 to 50 employees,2.7,140.6,100.4,49249,34.0522342,-118.2436849,CA
620,Senior Risk Data Scientist,107000,139500,172000,Bill.com,"Palo Alto, CA",Finance,Company - Public,501 to 1000 employees,3.8,NaN,135.9,NaN,37.4418834,-122.1430195,CA
621,Data Scientist in Artificial Intelligence Early Career,49000,67000,85000,Pacific Northwest National Laboratory,"Richland, WA","Oil, Gas, Energy & Utilities",Government,1001 to 5000 employees,3.8,NaN,65.3,NaN,46.28042000000001,-119.2751996,WA
622,Consultant - Analytics Consulting,54000,62500,71000,Infosys,"Hartford, CT",Information Technology,Company - Public,10000+ employees,3.0,104.8,60.9,22405,41.7658043,-72.6733723,CT
623,Scientist - CVRM Metabolism - in vivo pharmacology,61000,92000,123000,AstraZeneca,"Gaithersburg, MD",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.9,NaN,89.6,NaN,39.1439689,-77.2016062,MD
624,Data Analyst,47000,66000,85000,AXION Healthcare Solutions,"New York, NY",Health Care,Company - Private,1 to 50 employees,3.6,128.0,64.3,17017,40.7127753,-74.0059728,NY
625,Data Engineer,65000,94500,124000,Alignment Healthcare,"Orange, CA",Health Care,Company - Private,501 to 1000 employees,3.5,NaN,92.1,NaN,33.7879139,-117.8531007,CA
626,Data Scientist,87000,114000,141000,TRANZACT,"Fort Lee, NJ",Business Services,Company - Private,1001 to 5000 employees,3.6,NaN,111.1,NaN,40.8509333,-73.9701381,NJ
627,Data Scientist,56000,75500,95000,ExecOnline,"New York, NY",Education,Company - Private,51 to 200 employees,4.2,128.0,73.6,26563,40.7127753,-74.0059728,NY
628,Data Scientist,71000,96000,121000,Charter Spectrum,"Maryland Heights, MO",Education,School / School District,1 to 50 employees,3.5,NaN,93.5,NaN,38.7131073,-90.42984009999999,MO
629,Machine Learning Engineer,62000,87000,112000,Mteq,"Fort Belvoir, VA",Aerospace & Defense,Company - Public,501 to 1000 employees,4.0,NaN,84.8,NaN,38.71887160000001,-77.15426839999999,VA
630,Data Scientist,64000,86000,108000,Brillient,"Silver Spring, MD",Information Technology,Company - Private,201 to 500 employees,3.7,NaN,83.8,NaN,38.99066570000001,-77.026088,MD
631,Senior Data Scientist,89000,116500,144000,Entefy,"Palo Alto, CA",Information Technology,Company - Private,1 to 50 employees,4.4,NaN,113.5,NaN,37.4418834,-122.1430195,CA
632,Senior Scientist (Neuroscience),109000,154500,200000,Sunovion,"Marlborough, MA",Biotech & Pharmaceuticals,Company - Private,1001 to 5000 employees,3.5,NaN,150.5,NaN,42.3459271,-71.5522874,MA
633,Marketing Data Analyst,35000,48500,62000,San Manuel Casino,"Highland, CA","Arts, Entertainment & Recreation",Company - Private,1001 to 5000 employees,3.6,NaN,47.3,NaN,34.1211873,-117.2015791,CA
634,Machine Learning Engineer - Regulatory,61000,87000,113000,Cboe Global Markets,"Lenexa, KS",Finance,Company - Public,501 to 1000 employees,3.7,NaN,84.8,NaN,38.9536174,-94.73357089999999,KS
635,Data Engineer,55000,80000,105000,Trace3,"Houston, TX",Information Technology,Company - Private,501 to 1000 employees,3.4,95.8,77.9,43298,29.7604267,-95.3698028,TX
636,Principal Data Scientist,135000,173000,211000,Northrop Grumman,"San Jose, CA",Aerospace & Defense,Company - Public,10000+ employees,3.7,173.5,168.6,106660,37.33874,-121.8852525,CA
637,R&D Specialist/ Food Scientist,39000,52500,66000,Teasdale Latin Foods,"Hoopeston, IL",Manufacturing,Company - Private,501 to 1000 employees,2.4,NaN,51.1,NaN,40.4672587,-87.6683573,IL
638,Data Engineer,57000,68500,80000,Saama Technologies Inc,"Phoenix, AZ",Biotech & Pharmaceuticals,Company - Private,501 to 1000 employees,3.5,104.3,66.7,28549,33.4483771,-112.0740373,AZ
639,"Associate Principal Scientist, Pharmacogenomics",63000,95000,127000,AstraZeneca,"Gaithersburg, MD",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.9,NaN,92.6,NaN,39.1439689,-77.2016062,MD
640,Data Scientist - Systems Engineering,50000,69500,89000,MITRE,"Bedford, MA",Government,Nonprofit Organization,5001 to 10000 employees,3.2,NaN,67.7,NaN,42.4906231,-71.2760089,MA
641,Senior Data Scientist,82000,107000,132000,The David J. Joseph Company,"Cincinnati, OH",Mining & Metals,Subsidiary or Business Segment,201 to 500 employees,4.4,92.4,104.2,71593,39.1031182,-84.5120196,OH
642,Data Scientist SR,85000,112000,139000,The Buffalo Group,"Charlottesville, VA",Information Technology,Company - Private,501 to 1000 employees,3.9,102.1,109.1,72911,38.0293059,-78.47667810000002,VA
643,Data Scientist,72000,96500,121000,CompQsoft,"Washington, DC",Business Services,Company - Private,51 to 200 employees,3.4,120.1,94.0,50524,38.9071923,-77.0368707,DC
644,"Scientist, Bacteriology",74000,111500,149000,Cerus Corporation,"Concord, CA",Biotech & Pharmaceuticals,Company - Public,201 to 500 employees,2.1,NaN,108.6,NaN,37.9779776,-122.0310733,CA
645,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",113000,154500,196000,Takeda Pharmaceuticals,"Cambridge, MA",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.7,NaN,150.5,NaN,42.3736158,-71.10973349999999,MA
646,Data Scientist,69000,95000,121000,"Remedy BPCI Partners, LLC.","New York, NY",Health Care,Company - Private,201 to 500 employees,3.4,128.0,92.6,46064,40.7127753,-74.0059728,NY
647,Data Scientist,71000,97500,124000,Strategic Financial Solutions,"New York, NY",Consumer Services,Company - Private,501 to 1000 employees,4.0,128.0,95.0,48528,40.7127753,-74.0059728,NY
648,Senior Data Scientist,97000,128500,160000,Maven Wave Partners,"Chicago, IL",Business Services,Company - Private,201 to 500 employees,4.4,100.1,125.2,90201,41.8781136,-87.6297982,IL
649,Senior Research Scientist-Machine Learning,81000,124000,167000,Software Engineering Institute,"Pittsburgh, PA",Education,College / University,501 to 1000 employees,2.6,93.1,120.8,88364,40.44062479999999,-79.9958864,PA
650,Principal Data Scientist,150000,194000,238000,The Climate Corporation,"San Francisco, CA",Information Technology,Subsidiary or Business Segment,501 to 1000 employees,3.2,178.6,189.0,125647,37.7749295,-122.4194155,CA
651,"Data Analyst 1, full-time contract worker for up to 12 months",35000,50000,65000,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",Non-Profit,Nonprofit Organization,10000+ employees,4.2,105.9,48.7,9462,40.7607793,-111.8910474,UT
652,Data Scientist,77000,104500,132000,Crossix Solutions,"New York, NY",Business Services,Company - Public,201 to 500 employees,3.5,128.0,101.8,55507,40.7127753,-74.0059728,NY
653,Data Scientist,51000,69500,88000,Solugenix Corporation,"Phoenix, AZ",Information Technology,Company - Private,201 to 500 employees,4.3,104.3,67.7,29576,33.4483771,-112.0740373,AZ
654,Data Scientist,101000,121000,141000,West Coast University,"Irvine, CA",Education,Company - Private,10000+ employees,2.6,NaN,117.9,NaN,33.6845673,-117.8265049,CA
655,Data Engineer - Consultant (Charlotte Based),59000,85500,112000,Clarity Insights,"Charlotte, NC",Information Technology,Company - Private,201 to 500 employees,4.2,97.9,83.3,48037,35.2270869,-80.8431267,NC
656,Data Engineer,79000,113000,147000,NCSOFT,"Aliso Viejo, CA",Media,Company - Public,1001 to 5000 employees,3.1,NaN,110.1,NaN,33.5684605,-117.7262981,CA
657,Data Scientist (Warehouse Automation),79000,103000,127000,SoftBank Robotics,"San Francisco, CA",Manufacturing,Subsidiary or Business Segment,201 to 500 employees,3.8,178.6,100.4,34708,37.7749295,-122.4194155,CA
658,"Scientist, Immuno-Oncology",62000,90500,119000,GSK,"Cambridge, MA",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.9,NaN,88.2,NaN,42.3736158,-71.10973349999999,MA
659,Senior Data Scientist,119000,153000,187000,Factual,"Los Angeles, CA",Information Technology,Company - Private,51 to 200 employees,4.3,140.6,149.1,99234,34.0522342,-118.2436849,CA
660,Jr. Data Scientist,81000,106500,132000,MITRE,"McLean, VA",Government,Nonprofit Organization,5001 to 10000 employees,3.2,NaN,103.8,NaN,38.9338676,-77.1772604,VA
661,Senior Data Scientist,120000,130000,140000,SkySync,"Ann Arbor, MI",Information Technology,Company - Private,51 to 200 employees,5.0,99.3,126.7,92047,42.2808256,-83.7430378,MI
662,Products Data Analyst II,90000,123500,157000,TriNet,"Dublin, CA",Business Services,Company - Public,1001 to 5000 employees,3.3,NaN,120.3,NaN,37.7159396,-121.9101221,CA
663,Data Architect / Data Modeler,63000,86500,110000,Medidata Solutions,"New York, NY",Information Technology,Company - Public,1001 to 5000 employees,4.3,128.0,84.3,37545,40.7127753,-74.0059728,NY
664,Analytics Manager - Data Mart,42000,64000,86000,Central California Alliance for Health,"Scotts Valley, CA",Health Care,Nonprofit Organization,501 to 1000 employees,3.5,NaN,62.4,NaN,37.048345,-122.0168296,CA
665,Lead Data Analyst,32000,47000,62000,Signpost,"New York, NY",Information Technology,Company - Private,201 to 500 employees,3.9,128.0,45.8,-1971,40.7127753,-74.0059728,NY
666,Data Science Engineer - Mobile,116000,162000,208000,Adobe,"San Jose, CA",Information Technology,Company - Public,10000+ employees,4.0,173.5,157.8,95574,37.33874,-121.8852525,CA
667,Senior Data Scientist Oncology,107000,140000,173000,AstraZeneca,"Gaithersburg, MD",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.9,NaN,136.4,NaN,39.1439689,-77.2016062,MD
668,Data Scientist,65000,89000,113000,"DatamanUSA, LLC","Olympia, WA",Information Technology,Company - Private,51 to 200 employees,3.4,110.9,86.7,46552,47.0378741,-122.9006951,WA
669,Sr. Data Engineer - Contract-to-Hire (Java),69000,98000,127000,Pilot Flying J Travel Centers LLC,"Knoxville, TN",Retail,Company - Private,10000+ employees,3.0,91.6,95.5,62970,35.9606384,-83.9207392,TN
670,Senior Data Scientist - R&D Oncology,102000,137000,172000,AstraZeneca,"New York, NY",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.9,128.0,133.5,88044,40.7127753,-74.0059728,NY
671,Data Engineer,74000,99000,124000,Pinnacol Assurance,"Denver, CO",Insurance,Nonprofit Organization,501 to 1000 employees,4.0,112.1,96.5,56151,39.7392358,-104.990251,CO
672,Food Scientist - Developer,40000,54000,68000,Palermo's Pizza,"Milwaukee, WI",Manufacturing,Company - Private,501 to 1000 employees,3.3,93.8,52.6,18095,43.0389025,-87.9064736,WI
673,Senior Data Engineer,76000,109000,142000,Equian LLC,"Franklin, TN",Health Care,Company - Private,1001 to 5000 employees,3.2,NaN,106.2,NaN,35.9250637,-86.8688899,TN
674,Data Engineer,76000,109000,142000,MetroStar Systems,"Rockville, MD",Information Technology,Company - Private,201 to 500 employees,3.4,NaN,106.2,NaN,39.0839973,-77.1527578,MD
675,Senior Data Scientist,108000,139500,171000,MathWorks,"Natick, MA",Information Technology,Company - Private,1001 to 5000 employees,4.4,NaN,135.9,NaN,42.2775281,-71.3468091,MA
676,"Director II, Data Science - GRM Actuarial",202000,254000,306000,Liberty Mutual Insurance,"Chicago, IL",Insurance,Company - Private,10000+ employees,3.3,100.1,247.5,215730,41.8781136,-87.6297982,IL
677,Machine Learning Engineer,91000,125000,159000,Information Builders,"New York, NY",Information Technology,Company - Private,1001 to 5000 employees,3.2,128.0,121.8,76035,40.7127753,-74.0059728,NY
678,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",80000,106500,133000,Novartis,"Cambridge, MA",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.8,NaN,103.8,NaN,42.3736158,-71.10973349999999,MA
679,"Scientist, Molecular/Cellular Biologist",49000,73000,97000,Audentes Therapeutics,"South San Francisco, CA",Biotech & Pharmaceuticals,Subsidiary or Business Segment,201 to 500 employees,2.9,NaN,71.1,NaN,37.654656,-122.4077498,CA
680,Staff Scientist-Downstream Process Development,49000,81000,113000,Advanced BioScience Laboratories,"Rockville, MD",Biotech & Pharmaceuticals,Company - Private,201 to 500 employees,2.7,NaN,78.9,NaN,39.0839973,-77.1527578,MD
681,Data Scientist,96000,128500,161000,"Numeric, LLC","Philadelphia, PA",Business Services,Company - Private,1 to 50 employees,3.2,103.4,125.2,88938,39.9525839,-75.1652215,PA
682,Scientist - Analytical Services,65000,99500,134000,Reynolds American,"Winston-Salem, NC",Manufacturing,Company - Private,5001 to 10000 employees,3.1,91.2,96.9,64560,36.09985959999999,-80.244216,NC
683,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",59000,92000,125000,23andMe,"South San Francisco, CA",Biotech & Pharmaceuticals,Company - Private,501 to 1000 employees,4.0,NaN,89.6,NaN,37.654656,-122.4077498,CA
684,Associate Data Analyst- Graduate Development Program,32000,45500,59000,National Interstate,"Richfield, OH",Insurance,Company - Private,501 to 1000 employees,3.3,NaN,44.3,NaN,41.2397772,-81.6381785,OH
685,Sr. Data Engineer,87000,122500,158000,Moser Consulting,"Indianapolis, IN",Business Services,Company - Private,51 to 200 employees,4.5,90.2,119.3,87934,39.768403,-86.158068,IN
686,Clinical Data Analyst,27000,37500,48000,Greenway Health,"Tampa, FL",Information Technology,Subsidiary or Business Segment,1001 to 5000 employees,3.0,101.4,36.5,-1338,27.950575,-82.4571776,FL
687,IT Associate Data Analyst,39000,54000,69000,The Hanover Insurance Group,"Worcester, MA",Insurance,Company - Public,5001 to 10000 employees,3.7,113.2,52.6,10672,42.2625932,-71.8022934,MA
688,Business Data Analyst,36000,53500,71000,Fareportal,"New York, NY",Travel & Tourism,Company - Private,1001 to 5000 employees,3.8,128.0,52.1,4495,40.7127753,-74.0059728,NY
689,Senior Insurance Data Scientist,107000,140000,173000,TransUnion,"Chicago, IL",Finance,Company - Public,5001 to 10000 employees,3.9,100.1,136.4,101697,41.8781136,-87.6297982,IL
690,Senior Data Science Systems Engineer,56000,77500,99000,MITRE,"Hampton, VA",Government,Nonprofit Organization,5001 to 10000 employees,3.2,NaN,75.5,NaN,37.0298687,-76.34522179999999,VA
691,Senior Scientist - Regulatory Submissions,80000,117500,155000,Reynolds American,"Winston-Salem, NC",Manufacturing,Company - Private,5001 to 10000 employees,3.1,91.2,114.5,82624,36.09985959999999,-80.244216,NC
692,Scientist - Biomarker and Flow Cytometry,43000,70500,98000,Crown Bioscience,"San Diego, CA",Biotech & Pharmaceuticals,Company - Private,501 to 1000 employees,2.4,136.2,68.7,18395,32.715738,-117.1610838,CA
693,Revenue Analytics Manager,45000,61500,78000,HOVER,"San Francisco, CA",Information Technology,Company - Private,51 to 200 employees,4.8,178.6,59.9,-6862,37.7749295,-122.4194155,CA
694,Sr. Scientist Method Development,50000,80000,110000,Q2 Solutions,"Marietta, GA",Biotech & Pharmaceuticals,Company - Private,1001 to 5000 employees,2.9,NaN,77.9,NaN,33.95260200000001,-84.5499327,GA
695,"Associate Scientist, LC/MS Biologics",44000,70000,96000,Q2 Solutions,"Ithaca, NY",Biotech & Pharmaceuticals,Company - Private,1001 to 5000 employees,2.9,101.7,68.2,31084,42.4439614,-76.5018807,NY
696,IT - Data Engineer II,61000,90000,119000,Arbella Insurance,"Quincy, MA",Insurance,Company - Private,1001 to 5000 employees,3.4,NaN,87.7,NaN,42.2528772,-71.0022705,MA
697,Machine Learning Engineer (NLP),80000,111000,142000,CK-12 Foundation,"Palo Alto, CA",Education,Company - Private,1 to 50 employees,4.1,NaN,108.1,NaN,37.4418834,-122.1430195,CA
698,Senior Data Analyst,99000,138500,178000,Life360,"San Francisco, CA",Information Technology,Company - Public,51 to 200 employees,3.9,178.6,134.9,70118,37.7749295,-122.4194155,CA
699,Data Science Project Manager,37000,68500,100000,MassMutual,"Boston, MA",Insurance,Company - Private,5001 to 10000 employees,3.6,132.6,66.7,17720,42.3600825,-71.0588801,MA
700,Data Engineer,62000,87500,113000,Fivestars,"San Francisco, CA",Information Technology,Company - Private,201 to 500 employees,3.9,178.6,85.2,19106,37.7749295,-122.4194155,CA
701,"Principal, Data Science - Advanced Analytics",86000,111500,137000,IQVIA,"Plymouth Meeting, PA",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.6,NaN,108.6,NaN,40.1023319,-75.2743467,PA
702,"Sr Scientist, Immuno-Oncology - Oncology",58000,84500,111000,GSK,"Cambridge, MA",Biotech & Pharmaceuticals,Company - Public,10000+ employees,3.9,NaN,82.3,NaN,42.3736158,-71.10973349999999,MA
703,Senior Data Engineer,72000,102500,133000,Eventbrite,"Nashville, TN",Information Technology,Company - Public,1001 to 5000 employees,4.4,100.1,99.9,64233,36.1626638,-86.7816016,TN
704,"Project Scientist - Auton Lab, Robotics Institute",56000,73500,91000,Software Engineering Institute,"Pittsburgh, PA",Education,College / University,501 to 1000 employees,2.6,93.1,71.6,37865,40.44062479999999,-79.9958864,PA
705,Data Science Manager,95000,127500,160000,"Numeric, LLC","Allentown, PA",Business Services,Company - Private,1 to 50 employees,3.2,98.9,124.2,89634,40.6022939,-75.4714098,PA
706,Research Scientist – Security and Privacy,61000,93500,126000,Riverside Research Institute,"Beavercreek, OH",Government,Nonprofit Organization,501 to 1000 employees,3.6,NaN,91.1,NaN,39.7092262,-84.06326849999999,OH
